Author	Sentence
Paul	That the God of our Lord Jesus Christ, the Father of glory, may give unto you the spirit of wisdom and revelation in the knowledge of him:
Paul	The eyes of your understanding being enlightened; that ye may know what is the hope of his calling, and what the riches of the glory of his inheritance in the saints,
Paul	And what [is] the exceeding greatness of his power to us-ward who believe, according to the working of his mighty power,
Paul	Which he wrought in Christ, when he raised him from the dead, and set [him] at his own right hand in the heavenly [places],
Paul	Far above all principality, and power, and might, and dominion, and every name that is named, not only in this world, but also in that which is to come:
Paul	And hath put all [things] under his feet, and gave him [to be] the head over all [things] to the church,
Paul	Which is his body, the fulness of him that filleth all in all.
Paul	And you [hath he quickened], who were dead in trespasses and sins;
Paul	Wherein in time past ye walked according to the course of this world, according to the prince of the power of the air, the spirit that now worketh in the children of disobedience:
Paul	Among whom also we all had our conversation in times past in the lusts of our flesh, fulfilling the desires of the flesh and of the mind; and were by nature the children of wrath, even as others.
Paul	But God, who is rich in mercy, for his great love wherewith he loved us,
Paul	Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved;)
Paul	And hath raised [us] up together, and made [us] sit together in heavenly [places] in Christ Jesus:
Paul	That in the ages to come he might shew the exceeding riches of his grace in [his] kindness toward us through Christ Jesus.
Paul	For by grace are ye saved through faith; and that not of yourselves: [it is] the gift of God:
Paul	Not of works, lest any man should boast.
Paul	For we are his workmanship, created in Christ Jesus unto good works, which God hath before ordained that we should walk in them.
Paul	Wherefore remember, that ye [being] in time past Gentiles in the flesh, who are called Uncircumcision by that which is called the Circumcision in the flesh made by hands;
Paul	That at that time ye were without Christ, being aliens from the commonwealth of Israel, and strangers from the covenants of promise, having no hope, and without God in the world:
Paul	But now in Christ Jesus ye who sometimes were far off are made nigh by the blood of Christ.
Paul	For he is our peace, who hath made both one, and hath broken down the middle wall of partition [between us];
Paul	Having abolished in his flesh the enmity, [even] the law of commandments [contained] in ordinances; for to make in himself of twain one new man, [so] making peace;
Paul	And that he might reconcile both unto God in one body by the cross, having slain the enmity thereby:
Paul	And came and preached peace to you which were afar off, and to them that were nigh.
Paul	For through him we both have access by one Spirit unto the Father.
Paul	Now therefore ye are no more strangers and foreigners, but fellowcitizens with the saints, and of the household of God;
Paul	And are built upon the foundation of the apostles and prophets, Jesus Christ himself being the chief corner [stone];
Paul	In whom all the building fitly framed together groweth unto an holy temple in the Lord:
Paul	In whom ye also are builded together for an habitation of God through the Spirit.
Paul	For this cause I Paul, the prisoner of Jesus Christ for you Gentiles,
Paul	If ye have heard of the dispensation of the grace of God which is given me to you-ward:
Paul	How that by revelation he made known unto me the mystery; (as I wrote afore in few words,
Paul	Whereby, when ye read, ye may understand my knowledge in the mystery of Christ)
Paul	Which in other ages was not made known unto the sons of men, as it is now revealed unto his holy apostles and prophets by the Spirit;
Paul	That the Gentiles should be fellowheirs, and of the same body, and partakers of his promise in Christ by the gospel:
Paul	Whereof I was made a minister, according to the gift of the grace of God given unto me by the effectual working of his power.
Paul	Unto me, who am less than the least of all saints, is this grace given, that I should preach among the Gentiles the unsearchable riches of Christ;
Paul	And to make all [men] see what [is] the fellowship of the mystery, which from the beginning of the world hath been hid in God, who created all things by Jesus Christ:
Paul	To the intent that now unto the principalities and powers in heavenly [places] might be known by the church the manifold wisdom of God,
Paul	According to the eternal purpose which he purposed in Christ Jesus our Lord:
Paul	In whom we have boldness and access with confidence by the faith of him.
Paul	Wherefore I desire that ye faint not at my tribulations for you, which is your glory.
Paul	For this cause I bow my knees unto the Father of our Lord Jesus Christ,
Paul	Of whom the whole family in heaven and earth is named,
Paul	That he would grant you, according to the riches of his glory, to be strengthened with might by his Spirit in the inner man;
Paul	That Christ may dwell in your hearts by faith; that ye, being rooted and grounded in love,
Paul	May be able to comprehend with all saints what [is] the breadth, and length, and depth, and height;
Paul	And to know the love of Christ, which passeth knowledge, that ye might be filled with all the fulness of God.
Paul	Now unto him that is able to do exceeding abundantly above all that we ask or think, according to the power that worketh in us,
Paul	Unto him [be] glory in the church by Christ Jesus throughout all ages, world without end.
Paul	Amen.
Paul	I therefore, the prisoner of the Lord, beseech you that ye walk worthy of the vocation wherewith ye are called,
Paul	With all lowliness and meekness, with longsuffering, forbearing one another in love;
Paul	Endeavouring to keep the unity of the Spirit in the bond of peace.
Paul	[There is] one body, and one Spirit, even as ye are called in one hope of your calling;
Paul	One Lord, one faith, one baptism,
Paul	One God and Father of all, who [is] above all, and through all, and in you all.
Paul	But unto every one of us is given grace according to the measure of the gift of Christ.
Paul	Wherefore he saith, When he ascended up on high, he led captivity captive, and gave gifts unto men.
Paul	(Now that he ascended, what is it but that he also descended first into the lower parts of the earth?
Paul	He that descended is the same also that ascended up far above all heavens, that he might fill all things.)
Paul	And he gave some, apostles; and some, prophets; and some, evangelists; and some, pastors and teachers;
Paul	For the perfecting of the saints, for the work of the ministry, for the edifying of the body of Christ:
Paul	Till we all come in the unity of the faith, and of the knowledge of the Son of God, unto a perfect man, unto the measure of the stature of the fulness of Christ:
Paul	That we [henceforth] be no more children, tossed to and fro, and carried about with every wind of doctrine, by the sleight of men, [and] cunning craftiness, whereby they lie in wait to deceive;
Paul	But speaking the truth in love, may grow up into him in all things, which is the head, [even] Christ:
Paul	From whom the whole body fitly joined together and compacted by that which every joint supplieth, according to the effectual working in the measure of every part, maketh increase of the body unto the edifying of itself in love.
Paul	This I say therefore, and testify in the Lord, that ye henceforth walk not as other Gentiles walk, in the vanity of their mind,
Paul	Having the understanding darkened, being alienated from the life of God through the ignorance that is in them, because of the blindness of their heart:
Paul	Who being past feeling have given themselves over unto lasciviousness, to work all uncleanness with greediness.
Paul	But ye have not so learned Christ;
Paul	If so be that ye have heard him, and have been taught by him, as the truth is in Jesus:
Paul	That ye put off concerning the former conversation the old man, which is corrupt according to the deceitful lusts;
Paul	And be renewed in the spirit of your mind;
Paul	And that ye put on the new man, which after God is created in righteousness and true holiness.
Paul	Wherefore putting away lying, speak every man truth with his neighbour: for we are members one of another.
Paul	Be ye angry, and sin not: let not the sun go down upon your wrath:
Paul	Neither give place to the devil.
Paul	Let him that stole steal no more: but rather let him labour, working with [his] hands the thing which is good, that he may have to give to him that needeth.
Paul	Let no corrupt communication proceed out of your mouth, but that which is good to the use of edifying, that it may minister grace unto the hearers.
Paul	And grieve not the holy Spirit of God, whereby ye are sealed unto the day of redemption.
Paul	Let all bitterness, and wrath, and anger, and clamour, and evil speaking, be put away from you, with all malice:
Paul	And be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ’s sake hath forgiven you.
Paul	Be ye therefore followers of God, as dear children;
Paul	And walk in love, as Christ also hath loved us, and hath given himself for us an offering and a sacrifice to God for a sweetsmelling savour.
Paul	But fornication, and all uncleanness, or covetousness, let it not be once named among you, as becometh saints;
Paul	Neither filthiness, nor foolish talking, nor jesting, which are not convenient: but rather giving of thanks.
Paul	For this ye know, that no whoremonger, nor unclean person, nor covetous man, who is an idolater, hath any inheritance in the kingdom of Christ and of God.
Paul	Let no man deceive you with vain words: for because of these things cometh the wrath of God upon the children of disobedience.
Paul	Be not ye therefore partakers with them.
Paul	For ye were sometimes darkness, but now [are ye] light in the Lord: walk as children of light:
Paul	(For the fruit of the Spirit [is] in all goodness and righteousness and truth;)
Paul	Proving what is acceptable unto the Lord.
Paul	And have no fellowship with the unfruitful works of darkness, but rather reprove [them].
Paul	For it is a shame even to speak of those things which are done of them in secret.
Paul	But all things that are reproved are made manifest by the light: for whatsoever doth make manifest is light.
Paul	Wherefore he saith, Awake thou that sleepest, and arise from the dead, and Christ shall give thee light.
Paul	See then that ye walk circumspectly, not as fools, but as wise,
Paul	Redeeming the time, because the days are evil.
Paul	Wherefore be ye not unwise, but understanding what the will of the Lord [is].
Paul	And be not drunk with wine, wherein is excess; but be filled with the Spirit;
Paul	Speaking to yourselves in psalms and hymns and spiritual songs, singing and making melody in your heart to the Lord;
Paul	Giving thanks always for all things unto God and the Father in the name of our Lord Jesus Christ;
Paul	Submitting yourselves one to another in the fear of God.
Paul	Wives, submit yourselves unto your own husbands, as unto the Lord.
Paul	For the husband is the head of the wife, even as Christ is the head of the church: and he is the saviour of the body.
Paul	Therefore as the church is subject unto Christ, so [let] the wives [be] to their own husbands in every thing.
Paul	Husbands, love your wives, even as Christ also loved the church, and gave himself for it;
Paul	That he might sanctify and cleanse it with the washing of water by the word,
Paul	That he might present it to himself a glorious church, not having spot, or wrinkle, or any such thing; but that it should be holy and without blemish.
Paul	So ought men to love their wives as their own bodies.
Paul	He that loveth his wife loveth himself.
Paul	For no man ever yet hated his own flesh; but nourisheth and cherisheth it, even as the Lord the church:
Paul	For we are members of his body, of his flesh, and of his bones.
Paul	For this cause shall a man leave his father and mother, and shall be joined unto his wife, and they two shall be one flesh.
Paul	This is a great mystery: but I speak concerning Christ and the church.
Paul	Nevertheless let every one of you in particular so love his wife even as himself; and the wife [see] that she reverence [her] husband.
Paul	Children, obey your parents in the Lord: for this is right.
Paul	Honour thy father and mother; (which is the first commandment with promise;)
Paul	That it may be well with thee, and thou mayest live long on the earth.
Paul	And, ye fathers, provoke not your children to wrath: but bring them up in the nurture and admonition of the Lord.
Paul	Servants, be obedient to them that are [your] masters according to the flesh, with fear and trembling, in singleness of your heart, as unto Christ;
Paul	Not with eyeservice, as menpleasers; but as the servants of Christ, doing the will of God from the heart;
Paul	With good will doing service, as to the Lord, and not to men:
Paul	Knowing that whatsoever good thing any man doeth, the same shall he receive of the Lord, whether [he be] bond or free.
Paul	And, ye masters, do the same things unto them, forbearing threatening: knowing that your Master also is in heaven; neither is there respect of persons with him.
Paul	Finally, my brethren, be strong in the Lord, and in the power of his might.
Paul	Put on the whole armour of God, that ye may be able to stand against the wiles of the devil.
Paul	For we wrestle not against flesh and blood, but against principalities, against powers, against the rulers of the darkness of this world, against spiritual wickedness in high [places].
Paul	Wherefore take unto you the whole armour of God, that ye may be able to withstand in the evil day, and having done all, to stand.
Paul	Stand therefore, having your loins girt about with truth, and having on the breastplate of righteousness;
Paul	And your feet shod with the preparation of the gospel of peace;
Paul	Above all, taking the shield of faith, wherewith ye shall be able to quench all the fiery darts of the wicked.
Paul	And take the helmet of salvation, and the sword of the Spirit, which is the word of God:
Paul	Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints;
Paul	And for me, that utterance may be given unto me, that I may open my mouth boldly, to make known the mystery of the gospel,
Paul	For which I am an ambassador in bonds: that therein I may speak boldly, as I ought to speak.
Paul	But that ye also may know my affairs, [and] how I do, Tychicus, a beloved brother and faithful minister in the Lord, shall make known to you all things:
Paul	Whom I have sent unto you for the same purpose, that ye might know our affairs, and [that] he might comfort your hearts.
Paul	Peace [be] to the brethren, and love with faith, from God the Father and the Lord Jesus Christ.
Paul	Grace [be] with all them that love our Lord Jesus Christ in sincerity.
Paul	Amen.
Paul	Paul, an apostle of Jesus Christ by the will of God, and Timotheus [our] brother,
Paul	To the saints and faithful brethren in Christ which are at Colosse: Grace [be] unto you, and peace, from God our Father and the Lord Jesus Christ.
Paul	We give thanks to God and the Father of our Lord Jesus Christ, praying always for you,
Paul	Since we heard of your faith in Christ Jesus, and of the love [which ye have] to all the saints,
Paul	For the hope which is laid up for you in heaven, whereof ye heard before in the word of the truth of the gospel;
Paul	Which is come unto you, as [it is] in all the world; and bringeth forth fruit, as [it doth] also in you, since the day ye heard [of it], and knew the grace of God in truth:
Paul	As ye also learned of Epaphras our dear fellowservant, who is for you a faithful minister of Christ;
Paul	Who also declared unto us your love in the Spirit.
Paul	For this cause we also, since the day we heard [it], do not cease to pray for you, and to desire that ye might be filled with the knowledge of his will in all wisdom and spiritual understanding;
Paul	That ye might walk worthy of the Lord unto all pleasing, being fruitful in every good work, and increasing in the knowledge of God;
Paul	Strengthened with all might, according to his glorious power, unto all patience and longsuffering with joyfulness;
Paul	Giving thanks unto the Father, which hath made us meet to be partakers of the inheritance of the saints in light:
Paul	Who hath delivered us from the power of darkness, and hath translated [us] into the kingdom of his dear Son:
Paul	In whom we have redemption through his blood, [even] the forgiveness of sins:
Paul	Who is the image of the invisible God, the firstborn of every creature:
Paul	For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether [they be] thrones, or dominions, or principalities, or powers: all things were created by him, and for him:
Paul	And he is before all things, and by him all things consist.
Paul	And he is the head of the body, the church: who is the beginning, the firstborn from the dead; that in all [things] he might have the preeminence.
Paul	For it pleased [the Father] that in him should all fulness dwell;
Paul	And, having made peace through the blood of his cross, by him to reconcile all things unto himself; by him, [I say], whether [they be] things in earth, or things in heaven.
Paul	And you, that were sometime alienated and enemies in [your] mind by wicked works, yet now hath he reconciled
Paul	In the body of his flesh through death, to present you holy and unblameable and unreproveable in his sight:
Paul	If ye continue in the faith grounded and settled, and [be] not moved away from the hope of the gospel, which ye have heard, [and] which was preached to every creature which is under heaven; whereof I Paul am made a minister;
Paul	Who now rejoice in my sufferings for you, and fill up that which is behind of the afflictions of Christ in my flesh for his body’s sake, which is the church:
Paul	Whereof I am made a minister, according to the dispensation of God which is given to me for you, to fulfil the word of God;
Paul	[Even] the mystery which hath been hid from ages and from generations, but now is made manifest to his saints:
Paul	To whom God would make known what [is] the riches of the glory of this mystery among the Gentiles; which is Christ in you, the hope of glory:
Paul	Whom we preach, warning every man, and teaching every man in all wisdom; that we may present every man perfect in Christ Jesus:
Paul	Whereunto I also labour, striving according to his working, which worketh in me mightily.
Paul	For I would that ye knew what great conflict I have for you, and [for] them at Laodicea, and [for] as many as have not seen my face in the flesh;
Paul	That their hearts might be comforted, being knit together in love, and unto all riches of the full assurance of understanding, to the acknowledgement of the mystery of God, and of the Father, and of Christ;
Paul	In whom are hid all the treasures of wisdom and knowledge.
Paul	And this I say, lest any man should beguile you with enticing words.
Paul	For though I be absent in the flesh, yet am I with you in the spirit, joying and beholding your order, and the stedfastness of your faith in Christ.
Paul	As ye have therefore received Christ Jesus the Lord, [so] walk ye in him:
Paul	Rooted and built up in him, and stablished in the faith, as ye have been taught, abounding therein with thanksgiving.
Paul	Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ.
Paul	For in him dwelleth all the fulness of the Godhead bodily.
Paul	And ye are complete in him, which is the head of all principality and power:
Paul	In whom also ye are circumcised with the circumcision made without hands, in putting off the body of the sins of the flesh by the circumcision of Christ:
Paul	Buried with him in baptism, wherein also ye are risen with [him] through the faith of the operation of God, who hath raised him from the dead.
Paul	And you, being dead in your sins and the uncircumcision of your flesh, hath he quickened together with him, having forgiven you all trespasses;
Paul	Blotting out the handwriting of ordinances that was against us, which was contrary to us, and took it out of the way, nailing it to his cross;
Paul	[And] having spoiled principalities and powers, he made a shew of them openly, triumphing over them in it.
Paul	Let no man therefore judge you in meat, or in drink, or in respect of an holyday, or of the new moon, or of the sabbath [days]:
Paul	Which are a shadow of things to come; but the body [is] of Christ.
Paul	Let no man beguile you of your reward in a voluntary humility and worshipping of angels, intruding into those things which he hath not seen, vainly puffed up by his fleshly mind,
Paul	And not holding the Head, from which all the body by joints and bands having nourishment ministered, and knit together, increaseth with the increase of God.
Paul	Wherefore if ye be dead with Christ from the rudiments of the world, why, as though living in the world, are ye subject to ordinances,
Paul	(Touch not; taste not; handle not;
Paul	Which all are to perish with the using;) after the commandments and doctrines of men?
Paul	Which things have indeed a shew of wisdom in will worship, and humility, and neglecting of the body; not in any honour to the satisfying of the flesh.
Paul	If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God.
Paul	Set your affection on things above, not on things on the earth.
Paul	For ye are dead, and your life is hid with Christ in God.
Paul	When Christ, [who is] our life, shall appear, then shall ye also appear with him in glory.
Paul	Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry:
Paul	For which things’ sake the wrath of God cometh on the children of disobedience:
Paul	In the which ye also walked some time, when ye lived in them.
Paul	But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth.
Paul	Lie not one to another, seeing that ye have put off the old man with his deeds;
Paul	And have put on the new [man], which is renewed in knowledge after the image of him that created him:
Paul	Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond [nor] free: but Christ [is] all, and in all.
Paul	Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;
Paul	Forbearing one another, and forgiving one another, if any man have a quarrel against any: even as Christ forgave you, so also [do] ye.
Paul	And above all these things [put on] charity, which is the bond of perfectness.
Paul	And let the peace of God rule in your hearts, to the which also ye are called in one body; and be ye thankful.
Paul	Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.
Paul	And whatsoever ye do in word or deed, [do] all in the name of the Lord Jesus, giving thanks to God and the Father by him.
Paul	Wives, submit yourselves unto your own husbands, as it is fit in the Lord.
Paul	Husbands, love [your] wives, and be not bitter against them.
Paul	Children, obey [your] parents in all things: for this is well pleasing unto the Lord.
Paul	Fathers, provoke not your children [to anger], lest they be discouraged.
Paul	Servants, obey in all things [your] masters according to the flesh; not with eyeservice, as menpleasers; but in singleness of heart, fearing God:
Paul	And whatsoever ye do, do [it] heartily, as to the Lord, and not unto men;
Paul	Knowing that of the Lord ye shall receive the reward of the inheritance: for ye serve the Lord Christ.
Paul	But he that doeth wrong shall receive for the wrong which he hath done: and there is no respect of persons.
Paul	Masters, give unto [your] servants that which is just and equal; knowing that ye also have a Master in heaven.
Paul	Continue in prayer, and watch in the same with thanksgiving;
Paul	Withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ, for which I am also in bonds:
Paul	That I may make it manifest, as I ought to speak.
Paul	Walk in wisdom toward them that are without, redeeming the time.
Paul	Let your speech [be] alway with grace, seasoned with salt, that ye may know how ye ought to answer every man.
Paul	All my state shall Tychicus declare unto you, [who is] a beloved brother, and a faithful minister and fellowservant in the Lord:
Paul	Whom I have sent unto you for the same purpose, that he might know your estate, and comfort your hearts;
Paul	With Onesimus, a faithful and beloved brother, who is [one] of you.
Paul	They shall make known unto you all things which [are done] here.
Paul	Aristarchus my fellowprisoner saluteth you, and Marcus, sister’s son to Barnabas, (touching whom ye received commandments: if he come unto you, receive him;)
Paul	And Jesus, which is called Justus, who are of the circumcision.
Paul	These only [are my] fellowworkers unto the kingdom of God, which have been a comfort unto me.
Paul	Epaphras, who is [one] of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.
Paul	For I bear him record, that he hath a great zeal for you, and them [that are] in Laodicea, and them in Hierapolis.
Paul	Luke, the beloved physician, and Demas, greet you.
Paul	Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.
Paul	And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the [epistle] from Laodicea.
Paul	And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.
Paul	The salutation by the hand of me Paul.
Paul	Remember my bonds.
Paul	Grace [be] with you.
Paul	Amen.
Paul	Paul, and Silvanus, and Timotheus, unto the church of the Thessalonians in God our Father and the Lord Jesus Christ:
Paul	Grace unto you, and peace, from God our Father and the Lord Jesus Christ.
Paul	We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;
Paul	So that we ourselves glory in you in the churches of God for your patience and faith in all your persecutions and tribulations that ye endure:
Paul	[Which is] a manifest token of the righteous judgment of God, that ye may be counted worthy of the kingdom of God, for which ye also suffer:
Paul	Seeing [it is] a righteous thing with God to recompense tribulation to them that trouble you;
Paul	And to you who are troubled rest with us, when the Lord Jesus shall be revealed from heaven with his mighty angels,
Paul	In flaming fire taking vengeance on them that know not God, and that obey not the gospel of our Lord Jesus Christ:
Paul	Who shall be punished with everlasting destruction from the presence of the Lord, and from the glory of his power;
Paul	When he shall come to be glorified in his saints, and to be admired in all them that believe (because our testimony among you was believed) in that day.
Paul	Wherefore also we pray always for you, that our God would count you worthy of [this] calling, and fulfil all the good pleasure of [his] goodness, and the work of faith with power:
Paul	That the name of our Lord Jesus Christ may be glorified in you, and ye in him, according to the grace of our God and the Lord Jesus Christ.
Paul	Now we beseech you, brethren, by the coming of our Lord Jesus Christ, and [by] our gathering together unto him,
Paul	That ye be not soon shaken in mind, or be troubled, neither by spirit, nor by word, nor by letter as from us, as that the day of Christ is at hand.
Paul	Let no man deceive you by any means: for [that day shall not come], except there come a falling away first, and that man of sin be revealed, the son of perdition;
Paul	Who opposeth and exalteth himself above all that is called God, or that is worshipped; so that he as God sitteth in the temple of God, shewing himself that he is God.
Paul	Remember ye not, that, when I was yet with you, I told you these things?
Paul	And now ye know what withholdeth that he might be revealed in his time.
Paul	For the mystery of iniquity doth already work: only he who now letteth [will let], until he be taken out of the way.
Paul	And then shall that Wicked be revealed, whom the Lord shall consume with the spirit of his mouth, and shall destroy with the brightness of his coming:
Paul	[Even him], whose coming is after the working of Satan with all power and signs and lying wonders,
Paul	And with all deceivableness of unrighteousness in them that perish; because they received not the love of the truth, that they might be saved.
Paul	And for this cause God shall send them strong delusion, that they should believe a lie:
Paul	That they all might be damned who believed not the truth, but had pleasure in unrighteousness.
Paul	But we are bound to give thanks alway to God for you, brethren beloved of the Lord, because God hath from the beginning chosen you to salvation through sanctification of the Spirit and belief of the truth:
Paul	Whereunto he called you by our gospel, to the obtaining of the glory of our Lord Jesus Christ.
Paul	Therefore, brethren, stand fast, and hold the traditions which ye have been taught, whether by word, or our epistle.
Paul	Now our Lord Jesus Christ himself, and God, even our Father, which hath loved us, and hath given [us] everlasting consolation and good hope through grace,
Paul	Comfort your hearts, and stablish you in every good word and work.
Paul	Finally, brethren, pray for us, that the word of the Lord may have [free] course, and be glorified, even as [it is] with you:
Paul	And that we may be delivered from unreasonable and wicked men: for all [men] have not faith.
Paul	But the Lord is faithful, who shall stablish you, and keep [you] from evil.
Paul	And we have confidence in the Lord touching you, that ye both do and will do the things which we command you.
Paul	And the Lord direct your hearts into the love of God, and into the patient waiting for Christ.
Paul	Now we command you, brethren, in the name of our Lord Jesus Christ, that ye withdraw yourselves from every brother that walketh disorderly, and not after the tradition which he received of us.
Paul	For yourselves know how ye ought to follow us: for we behaved not ourselves disorderly among you;
Paul	Neither did we eat any man’s bread for nought; but wrought with labour and travail night and day, that we might not be chargeable to any of you:
Paul	Not because we have not power, but to make ourselves an ensample unto you to follow us.
Paul	For even when we were with you, this we commanded you, that if any would not work, neither should he eat.
Paul	For we hear that there are some which walk among you disorderly, working not at all, but are busybodies.
Paul	Now them that are such we command and exhort by our Lord Jesus Christ, that with quietness they work, and eat their own bread.
Paul	But ye, brethren, be not weary in well doing.
Paul	And if any man obey not our word by this epistle, note that man, and have no company with him, that he may be ashamed.
Paul	Yet count [him] not as an enemy, but admonish [him] as a brother.
Paul	Now the Lord of peace himself give you peace always by all means.
Paul	The Lord [be] with you all.
Paul	The salutation of Paul with mine own hand, which is the token in every epistle: so I write.
Paul	The grace of our Lord Jesus Christ [be] with you all.
Paul	Amen.
Paul	Paul, an apostle of Jesus Christ by the commandment of God our Saviour, and Lord Jesus Christ, [which is] our hope;
Paul	Unto Timothy, [my] own son in the faith: Grace, mercy, [and] peace, from God our Father and Jesus Christ our Lord.
Paul	As I besought thee to abide still at Ephesus, when I went into Macedonia, that thou mightest charge some that they teach no other doctrine,
Paul	Neither give heed to fables and endless genealogies, which minister questions, rather than godly edifying which is in faith: [so do].
Paul	Now the end of the commandment is charity out of a pure heart, and [of] a good conscience, and [of] faith unfeigned:
Paul	From which some having swerved have turned aside unto vain jangling;
Paul	Desiring to be teachers of the law; understanding neither what they say, nor whereof they affirm.
Paul	But we know that the law [is] good, if a man use it lawfully;
Paul	Knowing this, that the law is not made for a righteous man, but for the lawless and disobedient, for the ungodly and for sinners, for unholy and profane, for murderers of fathers and murderers of mothers, for manslayers,
Paul	For whoremongers, for them that defile themselves with mankind, for menstealers, for liars, for perjured persons, and if there be any other thing that is contrary to sound doctrine;
Paul	According to the glorious gospel of the blessed God, which was committed to my trust.
Paul	And I thank Christ Jesus our Lord, who hath enabled me, for that he counted me faithful, putting me into the ministry;
