Author	Sentence
Matthew	And knew her not till she had brought forth her firstborn son: and he called his name JESUS.
Matthew	Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,
Matthew	Saying, Where is he that is born King of the Jews?
Matthew	for we have seen his star in the east, and are come to worship him.
Matthew	When Herod the king had heard [these things], he was troubled, and all Jerusalem with him.
Matthew	And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.
Matthew	And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,
Matthew	And thou Bethlehem, [in] the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel.
Matthew	Then Herod, when he had privily called the wise men, inquired of them diligently what time the star appeared.
Matthew	And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found [him], bring me word again, that I may come and worship him also.
Matthew	When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was.
Matthew	When they saw the star, they rejoiced with exceeding great joy.
Matthew	And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh.
Matthew	And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.
Matthew	And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him.
Matthew	When he arose, he took the young child and his mother by night, and departed into Egypt:
Matthew	And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.
Matthew	Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently inquired of the wise men.
Matthew	Then was fulfilled that which was spoken by Jeremy the prophet, saying,
Matthew	In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping [for] her children, and would not be comforted, because they are not.
Matthew	But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,
Matthew	Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child’s life.
Matthew	And he arose, and took the young child and his mother, and came into the land of Israel.
Matthew	But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:
Matthew	And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.
Matthew	In those days came John the Baptist, preaching in the wilderness of Judaea,
Matthew	And saying, Repent ye: for the kingdom of heaven is at hand.
Matthew	For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.
Matthew	And the same John had his raiment of camel’s hair, and a leathern girdle about his loins; and his meat was locusts and wild honey.
Matthew	Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,
Matthew	And were baptized of him in Jordan, confessing their sins.
Matthew	But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?
Matthew	Bring forth therefore fruits meet for repentance:
Matthew	And think not to say within yourselves, We have Abraham to [our] father: for I say unto you, that God is able of these stones to raise up children unto Abraham.
Matthew	And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire.
Matthew	I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and [with] fire:
Matthew	Whose fan [is] in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.
Matthew	Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him.
Matthew	But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?
Matthew	And Jesus answering said unto him, Suffer [it to be so] now: for thus it becometh us to fulfil all righteousness.
Matthew	Then he suffered him.
Matthew	And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:
Matthew	And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.
Matthew	Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil.
Matthew	And when he had fasted forty days and forty nights, he was afterward an hungred.
Matthew	And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread.
Matthew	But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.
Matthew	Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,
Matthew	And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in [their] hands they shall bear thee up, lest at any time thou dash thy foot against a stone.
Matthew	Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God.
Matthew	Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;
Matthew	And saith unto him, All these things will I give thee, if thou wilt fall down and worship me.
Matthew	Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve.
Matthew	Then the devil leaveth him, and, behold, angels came and ministered unto him.
Matthew	Now when Jesus had heard that John was cast into prison, he departed into Galilee;
Matthew	And leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim:
Matthew	That it might be fulfilled which was spoken by Esaias the prophet, saying,
Matthew	The land of Zabulon, and the land of Nephthalim, [by] the way of the sea, beyond Jordan, Galilee of the Gentiles;
Matthew	The people which sat in darkness saw great light; and to them which sat in the region and shadow of death light is sprung up.
Matthew	From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand.
Matthew	And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers.
Matthew	And he saith unto them, Follow me, and I will make you fishers of men.
Matthew	And they straightway left [their] nets, and followed him.
Matthew	And going on from thence, he saw other two brethren, James [the son] of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them.
Matthew	And they immediately left the ship and their father, and followed him.
Matthew	And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people.
Matthew	And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them.
Matthew	And there followed him great multitudes of people from Galilee, and [from] Decapolis, and [from] Jerusalem, and [from] Judaea, and [from] beyond Jordan.
Matthew	And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him:
Matthew	And he opened his mouth, and taught them, saying,
Matthew	Blessed [are] the poor in spirit: for theirs is the kingdom of heaven.
Matthew	Blessed [are] they that mourn: for they shall be comforted.
Matthew	Blessed [are] the meek: for they shall inherit the earth.
Matthew	Blessed [are] they which do hunger and thirst after righteousness: for they shall be filled.
Matthew	Blessed [are] the merciful: for they shall obtain mercy.
Matthew	Blessed [are] the pure in heart: for they shall see God.
Matthew	Blessed [are] the peacemakers: for they shall be called the children of God.
Matthew	Blessed [are] they which are persecuted for righteousness’ sake: for theirs is the kingdom of heaven.
Matthew	Blessed are ye, when [men] shall revile you, and persecute [you], and shall say all manner of evil against you falsely, for my sake.
Matthew	Rejoice, and be exceeding glad: for great [is] your reward in heaven: for so persecuted they the prophets which were before you.
Matthew	Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted?
Matthew	it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men.
Matthew	Ye are the light of the world.
Matthew	A city that is set on an hill cannot be hid.
Matthew	Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house.
Matthew	Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.
Matthew	Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil.
Matthew	For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled.
Matthew	Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach [them], the same shall be called great in the kingdom of heaven.
Matthew	For I say unto you, That except your righteousness shall exceed [the righteousness] of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven.
Matthew	Ye have heard that it was said by them of old time, Thou shalt not kill; and whosoever shall kill shall be in danger of the judgment:
Matthew	But I say unto you, That whosoever is angry with his brother without a cause shall be in danger of the judgment: and whosoever shall say to his brother, Raca, shall be in danger of the council: but whosoever shall say, Thou fool, shall be in danger of hell fire.
Matthew	Therefore if thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee;
Matthew	Leave there thy gift before the altar, and go thy way; first be reconciled to thy brother, and then come and offer thy gift.
Matthew	Agree with thine adversary quickly, whiles thou art in the way with him; lest at any time the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison.
Matthew	Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing.
Matthew	Ye have heard that it was said by them of old time, Thou shalt not commit adultery:
Matthew	But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart.
Matthew	And if thy right eye offend thee, pluck it out, and cast [it] from thee: for it is profitable for thee that one of thy members should perish, and not [that] thy whole body should be cast into hell.
Matthew	And if thy right hand offend thee, cut it off, and cast [it] from thee: for it is profitable for thee that one of thy members should perish, and not [that] thy whole body should be cast into hell.
Matthew	It hath been said, Whosoever shall put away his wife, let him give her a writing of divorcement:
Matthew	But I say unto you, That whosoever shall put away his wife, saving for the cause of fornication, causeth her to commit adultery: and whosoever shall marry her that is divorced committeth adultery.
Matthew	Again, ye have heard that it hath been said by them of old time, Thou shalt not forswear thyself, but shalt perform unto the Lord thine oaths:
Matthew	But I say unto you, Swear not at all; neither by heaven; for it is God’s throne:
Matthew	Nor by the earth; for it is his footstool: neither by Jerusalem; for it is the city of the great King.
Matthew	Neither shalt thou swear by thy head, because thou canst not make one hair white or black.
Matthew	But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil.
Matthew	Ye have heard that it hath been said, An eye for an eye, and a tooth for a tooth:
Matthew	But I say unto you, That ye resist not evil: but whosoever shall smite thee on thy right cheek, turn to him the other also.
Matthew	And if any man will sue thee at the law, and take away thy coat, let him have [thy] cloke also.
Matthew	And whosoever shall compel thee to go a mile, go with him twain.
Matthew	Give to him that asketh thee, and from him that would borrow of thee turn not thou away.
Matthew	Ye have heard that it hath been said, Thou shalt love thy neighbour, and hate thine enemy.
Matthew	But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;
Matthew	That ye may be the children of your Father which is in heaven: for he maketh his sun to rise on the evil and on the good, and sendeth rain on the just and on the unjust.
Matthew	For if ye love them which love you, what reward have ye?
Matthew	do not even the publicans the same?
Matthew	And if ye salute your brethren only, what do ye more [than others]?
Matthew	do not even the publicans so?
Matthew	Be ye therefore perfect, even as your Father which is in heaven is perfect.
Matthew	Take heed that ye do not your alms before men, to be seen of them: otherwise ye have no reward of your Father which is in heaven.
Matthew	Therefore when thou doest [thine] alms, do not sound a trumpet before thee, as the hypocrites do in the synagogues and in the streets, that they may have glory of men.
Matthew	Verily I say unto you, They have their reward.
Matthew	But when thou doest alms, let not thy left hand know what thy right hand doeth:
Matthew	That thine alms may be in secret: and thy Father which seeth in secret himself shall reward thee openly.
Matthew	And when thou prayest, thou shalt not be as the hypocrites [are]: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men.
Matthew	Verily I say unto you, They have their reward.
Matthew	But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly.
Matthew	But when ye pray, use not vain repetitions, as the heathen [do]: for they think that they shall be heard for their much speaking.
Matthew	Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him.
Matthew	After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.
Matthew	Thy kingdom come.
Matthew	Thy will be done in earth, as [it is] in heaven.
Matthew	Give us this day our daily bread.
Matthew	And forgive us our debts, as we forgive our debtors.
Matthew	And lead us not into temptation, but deliver us from evil: For thine is the kingdom, and the power, and the glory, for ever.
Matthew	Amen.
Matthew	For if ye forgive men their trespasses, your heavenly Father will also forgive you:
Matthew	But if ye forgive not men their trespasses, neither will your Father forgive your trespasses.
Matthew	Moreover when ye fast, be not, as the hypocrites, of a sad countenance: for they disfigure their faces, that they may appear unto men to fast.
Matthew	Verily I say unto you, They have their reward.
Matthew	But thou, when thou fastest, anoint thine head, and wash thy face;
Matthew	That thou appear not unto men to fast, but unto thy Father which is in secret: and thy Father, which seeth in secret, shall reward thee openly.
Matthew	Lay not up for yourselves treasures upon earth, where moth and rust doth corrupt, and where thieves break through and steal:
Matthew	But lay up for yourselves treasures in heaven, where neither moth nor rust doth corrupt, and where thieves do not break through nor steal:
Matthew	For where your treasure is, there will your heart be also.
Matthew	The light of the body is the eye: if therefore thine eye be single, thy whole body shall be full of light.
Matthew	But if thine eye be evil, thy whole body shall be full of darkness.
Matthew	If therefore the light that is in thee be darkness, how great [is] that darkness!
Matthew	No man can serve two masters: for either he will hate the one, and love the other; or else he will hold to the one, and despise the other.
Matthew	Ye cannot serve God and mammon.
Matthew	Therefore I say unto you, Take no thought for your life, what ye shall eat, or what ye shall drink; nor yet for your body, what ye shall put on.
Matthew	Is not the life more than meat, and the body than raiment?
Matthew	Behold the fowls of the air: for they sow not, neither do they reap, nor gather into barns; yet your heavenly Father feedeth them.
Matthew	Are ye not much better than they?
Matthew	Which of you by taking thought can add one cubit unto his stature?
Matthew	And why take ye thought for raiment?
Matthew	Consider the lilies of the field, how they grow; they toil not, neither do they spin:
Matthew	And yet I say unto you, That even Solomon in all his glory was not arrayed like one of these.
Matthew	Wherefore, if God so clothe the grass of the field, which to day is, and to morrow is cast into the oven, [shall he] not much more [clothe] you, O ye of little faith?
Matthew	Therefore take no thought, saying, What shall we eat?
Matthew	or, What shall we drink?
Matthew	or, Wherewithal shall we be clothed?
Matthew	(For after all these things do the Gentiles seek:) for your heavenly Father knoweth that ye have need of all these things.
Matthew	But seek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you.
Matthew	Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself.
Matthew	Sufficient unto the day [is] the evil thereof.
Matthew	Judge not, that ye be not judged.
Matthew	For with what judgment ye judge, ye shall be judged: and with what measure ye mete, it shall be measured to you again.
Matthew	And why beholdest thou the mote that is in thy brother’s eye, but considerest not the beam that is in thine own eye?
Matthew	Or how wilt thou say to thy brother, Let me pull out the mote out of thine eye; and, behold, a beam [is] in thine own eye?
Matthew	Thou hypocrite, first cast out the beam out of thine own eye; and then shalt thou see clearly to cast out the mote out of thy brother’s eye.
Matthew	Give not that which is holy unto the dogs, neither cast ye your pearls before swine, lest they trample them under their feet, and turn again and rend you.
Matthew	Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you:
Matthew	For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.
Matthew	Or what man is there of you, whom if his son ask bread, will he give him a stone?
Matthew	Or if he ask a fish, will he give him a serpent?
Matthew	If ye then, being evil, know how to give good gifts unto your children, how much more shall your Father which is in heaven give good things to them that ask him?
Matthew	Therefore all things whatsoever ye would that men should do to you, do ye even so to them: for this is the law and the prophets.
Matthew	Enter ye in at the strait gate: for wide [is] the gate, and broad [is] the way, that leadeth to destruction, and many there be which go in thereat:
Matthew	Because strait [is] the gate, and narrow [is] the way, which leadeth unto life, and few there be that find it.
Matthew	Beware of false prophets, which come to you in sheep’s clothing, but inwardly they are ravening wolves.
Matthew	Ye shall know them by their fruits.
Matthew	Do men gather grapes of thorns, or figs of thistles?
Matthew	Even so every good tree bringeth forth good fruit; but a corrupt tree bringeth forth evil fruit.
Matthew	A good tree cannot bring forth evil fruit, neither [can] a corrupt tree bring forth good fruit.
Matthew	Every tree that bringeth not forth good fruit is hewn down, and cast into the fire.
Matthew	Wherefore by their fruits ye shall know them.
Matthew	Not every one that saith unto me, Lord, Lord, shall enter into the kingdom of heaven; but he that doeth the will of my Father which is in heaven.
Matthew	Many will say to me in that day, Lord, Lord, have we not prophesied in thy name?
Matthew	and in thy name have cast out devils?
Matthew	and in thy name done many wonderful works?
Matthew	And then will I profess unto them, I never knew you: depart from me, ye that work iniquity.
Matthew	Therefore whosoever heareth these sayings of mine, and doeth them, I will liken him unto a wise man, which built his house upon a rock:
Matthew	And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell not: for it was founded upon a rock.
Matthew	And every one that heareth these sayings of mine, and doeth them not, shall be likened unto a foolish man, which built his house upon the sand:
Matthew	And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell: and great was the fall of it.
Matthew	And it came to pass, when Jesus had ended these sayings, the people were astonished at his doctrine:
Matthew	For he taught them as [one] having authority, and not as the scribes.
Matthew	When he was come down from the mountain, great multitudes followed him.
Matthew	And, behold, there came a leper and worshipped him, saying, Lord, if thou wilt, thou canst make me clean.
Matthew	And Jesus put forth [his] hand, and touched him, saying, I will; be thou clean.
Matthew	And immediately his leprosy was cleansed.
Matthew	And Jesus saith unto him, See thou tell no man; but go thy way, shew thyself to the priest, and offer the gift that Moses commanded, for a testimony unto them.
Matthew	And when Jesus was entered into Capernaum, there came unto him a centurion, beseeching him,
Matthew	And saying, Lord, my servant lieth at home sick of the palsy, grievously tormented.
Matthew	And Jesus saith unto him, I will come and heal him.
Matthew	The centurion answered and said, Lord, I am not worthy that thou shouldest come under my roof: but speak the word only, and my servant shall be healed.
Matthew	For I am a man under authority, having soldiers under me: and I say to this [man], Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth [it].
Matthew	When Jesus heard [it], he marvelled, and said to them that followed, Verily I say unto you, I have not found so great faith, no, not in Israel.
Matthew	And I say unto you, That many shall come from the east and west, and shall sit down with Abraham, and Isaac, and Jacob, in the kingdom of heaven.
Matthew	But the children of the kingdom shall be cast out into outer darkness: there shall be weeping and gnashing of teeth.
Matthew	And Jesus said unto the centurion, Go thy way; and as thou hast believed, [so] be it done unto thee.
Matthew	And his servant was healed in the selfsame hour.
Matthew	And when Jesus was come into Peter’s house, he saw his wife’s mother laid, and sick of a fever.
Matthew	And he touched her hand, and the fever left her: and she arose, and ministered unto them.
Matthew	When the even was come, they brought unto him many that were possessed with devils: and he cast out the spirits with [his] word, and healed all that were sick:
Matthew	That it might be fulfilled which was spoken by Esaias the prophet, saying, Himself took our infirmities, and bare [our] sicknesses.
Matthew	Now when Jesus saw great multitudes about him, he gave commandment to depart unto the other side.
Matthew	And a certain scribe came, and said unto him, Master, I will follow thee whithersoever thou goest.
Matthew	And Jesus saith unto him, The foxes have holes, and the birds of the air [have] nests; but the Son of man hath not where to lay [his] head.
Matthew	And another of his disciples said unto him, Lord, suffer me first to go and bury my father.
Matthew	But Jesus said unto him, Follow me; and let the dead bury their dead.
Matthew	And when he was entered into a ship, his disciples followed him.
Matthew	And, behold, there arose a great tempest in the sea, insomuch that the ship was covered with the waves: but he was asleep.
Matthew	And his disciples came to [him], and awoke him, saying, Lord, save us: we perish.
Matthew	And he saith unto them, Why are ye fearful, O ye of little faith?
Matthew	Then he arose, and rebuked the winds and the sea; and there was a great calm.
Matthew	But the men marvelled, saying, What manner of man is this, that even the winds and the sea obey him!
Matthew	And when he was come to the other side into the country of the Gergesenes, there met him two possessed with devils, coming out of the tombs, exceeding fierce, so that no man might pass by that way.
Matthew	And, behold, they cried out, saying, What have we to do with thee, Jesus, thou Son of God?
Matthew	art thou come hither to torment us before the time?
Matthew	And there was a good way off from them an herd of many swine feeding.
Matthew	So the devils besought him, saying, If thou cast us out, suffer us to go away into the herd of swine.
Matthew	And he said unto them, Go.
Matthew	And when they were come out, they went into the herd of swine: and, behold, the whole herd of swine ran violently down a steep place into the sea, and perished in the waters.
Matthew	And they that kept them fled, and went their ways into the city, and told every thing, and what was befallen to the possessed of the devils.
Matthew	And, behold, the whole city came out to meet Jesus: and when they saw him, they besought [him] that he would depart out of their coasts.
Matthew	And he entered into a ship, and passed over, and came into his own city.
Matthew	And, behold, they brought to him a man sick of the palsy, lying on a bed: and Jesus seeing their faith said unto the sick of the palsy; Son, be of good cheer; thy sins be forgiven thee.
Matthew	And, behold, certain of the scribes said within themselves, This [man] blasphemeth.
Matthew	And Jesus knowing their thoughts said, Wherefore think ye evil in your hearts?
Matthew	For whether is easier, to say, [Thy] sins be forgiven thee; or to say, Arise, and walk?
Matthew	But that ye may know that the Son of man hath power on earth to forgive sins, (then saith he to the sick of the palsy,) Arise, take up thy bed, and go unto thine house.
Matthew	And he arose, and departed to his house.
Matthew	But when the multitudes saw [it], they marvelled, and glorified God, which had given such power unto men.
Matthew	And as Jesus passed forth from thence, he saw a man, named Matthew, sitting at the receipt of custom: and he saith unto him, Follow me.
Matthew	And he arose, and followed him.
Matthew	And it came to pass, as Jesus sat at meat in the house, behold, many publicans and sinners came and sat down with him and his disciples.
Matthew	And when the Pharisees saw [it], they said unto his disciples, Why eateth your Master with publicans and sinners?
Matthew	But when Jesus heard [that], he said unto them, They that be whole need not a physician, but they that are sick.
Matthew	But go ye and learn what [that] meaneth, I will have mercy, and not sacrifice: for I am not come to call the righteous, but sinners to repentance.
Matthew	Then came to him the disciples of John, saying, Why do we and the Pharisees fast oft, but thy disciples fast not?
Matthew	And Jesus said unto them, Can the children of the bridechamber mourn, as long as the bridegroom is with them?
Matthew	but the days will come, when the bridegroom shall be taken from them, and then shall they fast.
Matthew	No man putteth a piece of new cloth unto an old garment, for that which is put in to fill it up taketh from the garment, and the rent is made worse.
Matthew	Neither do men put new wine into old bottles: else the bottles break, and the wine runneth out, and the bottles perish: but they put new wine into new bottles, and both are preserved.
Matthew	While he spake these things unto them, behold, there came a certain ruler, and worshipped him, saying, My daughter is even now dead: but come and lay thy hand upon her, and she shall live.
Matthew	And Jesus arose, and followed him, and [so did] his disciples.
Matthew	And, behold, a woman, which was diseased with an issue of blood twelve years, came behind [him], and touched the hem of his garment:
Matthew	For she said within herself, If I may but touch his garment, I shall be whole.
Matthew	But Jesus turned him about, and when he saw her, he said, Daughter, be of good comfort; thy faith hath made thee whole.
Matthew	And the woman was made whole from that hour.
Matthew	And when Jesus came into the ruler’s house, and saw the minstrels and the people making a noise,
Matthew	He said unto them, Give place: for the maid is not dead, but sleepeth.
Matthew	And they laughed him to scorn.
Matthew	But when the people were put forth, he went in, and took her by the hand, and the maid arose.
Matthew	And the fame hereof went abroad into all that land.
Matthew	And when Jesus departed thence, two blind men followed him, crying, and saying, [Thou] Son of David, have mercy on us.
Matthew	And when he was come into the house, the blind men came to him: and Jesus saith unto them, Believe ye that I am able to do this?
Matthew	They said unto him, Yea, Lord.
Matthew	Then touched he their eyes, saying, According to your faith be it unto you.
Matthew	And their eyes were opened; and Jesus straitly charged them, saying, See [that] no man know [it].
Matthew	But they, when they were departed, spread abroad his fame in all that country.
Matthew	As they went out, behold, they brought to him a dumb man possessed with a devil.
Matthew	And when the devil was cast out, the dumb spake: and the multitudes marvelled, saying, It was never so seen in Israel.
Matthew	But the Pharisees said, He casteth out devils through the prince of the devils.
Matthew	And Jesus went about all the cities and villages, teaching in their synagogues, and preaching the gospel of the kingdom, and healing every sickness and every disease among the people.
Matthew	But when he saw the multitudes, he was moved with compassion on them, because they fainted, and were scattered abroad, as sheep having no shepherd.
Matthew	Then saith he unto his disciples, The harvest truly [is] plenteous, but the labourers [are] few;
Matthew	Pray ye therefore the Lord of the harvest, that he will send forth labourers into his harvest.
Matthew	And when he had called unto [him] his twelve disciples, he gave them power [against] unclean spirits, to cast them out, and to heal all manner of sickness and all manner of disease.
Matthew	Now the names of the twelve apostles are these; The first, Simon, who is called Peter, and Andrew his brother; James [the son] of Zebedee, and John his brother;
Matthew	Philip, and Bartholomew; Thomas, and Matthew the publican; James [the son] of Alphaeus, and Lebbaeus, whose surname was Thaddaeus;
Matthew	Simon the Canaanite, and Judas Iscariot, who also betrayed him.
Matthew	These twelve Jesus sent forth, and commanded them, saying, Go not into the way of the Gentiles, and into [any] city of the Samaritans enter ye not:
Matthew	But go rather to the lost sheep of the house of Israel.
Matthew	And as ye go, preach, saying, The kingdom of heaven is at hand.
Matthew	Heal the sick, cleanse the lepers, raise the dead, cast out devils: freely ye have received, freely give.
Matthew	Provide neither gold, nor silver, nor brass in your purses,
Matthew	Nor scrip for [your] journey, neither two coats, neither shoes, nor yet staves: for the workman is worthy of his meat.
Matthew	And into whatsoever city or town ye shall enter, inquire who in it is worthy; and there abide till ye go thence.
Matthew	And when ye come into an house, salute it.
Matthew	And if the house be worthy, let your peace come upon it: but if it be not worthy, let your peace return to you.
Matthew	And whosoever shall not receive you, nor hear your words, when ye depart out of that house or city, shake off the dust of your feet.
Matthew	Verily I say unto you, It shall be more tolerable for the land of Sodom and Gomorrha in the day of judgment, than for that city.
Matthew	Behold, I send you forth as sheep in the midst of wolves: be ye therefore wise as serpents, and harmless as doves.
Matthew	But beware of men: for they will deliver you up to the councils, and they will scourge you in their synagogues;
Matthew	And ye shall be brought before governors and kings for my sake, for a testimony against them and the Gentiles.
Matthew	But when they deliver you up, take no thought how or what ye shall speak: for it shall be given you in that same hour what ye shall speak.
Matthew	For it is not ye that speak, but the Spirit of your Father which speaketh in you.
Matthew	And the brother shall deliver up the brother to death, and the father the child: and the children shall rise up against [their] parents, and cause them to be put to death.
Matthew	And ye shall be hated of all [men] for my name’s sake: but he that endureth to the end shall be saved.
